Entidad,Codificacion,TipoValor,EntSec,Monto,FechaEmision,FechaVenc,Nodo,Estado,Transmision,TipoOperacion
,0131-03526269,FACTURA DE COMPRA POS,,"$ 22.817,59",29/05/2025,29/06/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,0131-03527965,FACTURA DE COMPRA POS,,"$ 51.066,40",30/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03527010,FACTURA DE COMPRA POS,,"$ 203.788,25",30/05/2025,30/06/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,0131-03526961,FACTURA DE COMPRA POS,,"$ 129.944,12",30/05/2025,30/06/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,0131-03526962,FACTURA DE COMPRA POS,,"$ 13.606,78",30/05/2025,30/06/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,0131-03526957,FACTURA DE COMPRA POS,,"$ 27.171,56",30/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03527303,FACTURA DE COMPRA POS,,"$ 179.714,42",30/05/2025,30/06/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,0131-03527304,FACTURA DE COMPRA POS,,"$ 13.606,78",30/05/2025,30/06/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,0131-03527470,FACTURA DE COMPRA POS,,"$ 4.839,89",30/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03527471,FACTURA DE COMPRA POS,,"$ 90.841,25",30/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03528313,FACTURA DE COMPRA POS,,"$ 139.763,26",31/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0131-03528314,FACTURA DE COMPRA POS,,"$ 5.219,94",31/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03528342,FACTURA DE COMPRA POS,,"$ 12.243,79",31/05/2025,30/06/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-00560731,NOTA DE CREDITO DE ,,"-$ 42.018,66",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-00560732,NOTA DE CREDITO DE ,,"-$ 42.018,66",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-03528850,FACTURA DE COMPRA POS,,"$ 692.271,67",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0131-03528851,FACTURA DE COMPRA POS,,"$ 131.858,49",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0131-03529926,FACTURA DE COMPRA POS,,"$ 279.083,27",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530117,FACTURA DE COMPRA POS,,"$ 183.867,93",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03528912,FACTURA DE COMPRA POS,,"$ 221.947,33",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03528911,FACTURA DE COMPRA POS,,"$ 899.820,57",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03529019,FACTURA DE COMPRA POS,,"$ 27.130,11",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03529589,FACTURA DE COMPRA POS,,"$ 6.370,30",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03529590,FACTURA DE COMPRA POS,,"$ 72.128,44",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03529026,FACTURA DE COMPRA POS,,"$ 81.334,25",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03529487,FACTURA DE COMPRA POS,,"$ 29.203,29",02/06/2025,02/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03529510,FACTURA DE COMPRA POS,,"$ 129.752,93",02/06/2025,02/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-00560934,NOTA DE CREDITO DE ,,"-$ 13.506,21",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-00560935,NOTA DE CREDITO DE ,,"-$ 5.497,70",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-03530290,FACTURA DE COMPRA POS,,"$ 47.299,83",03/06/2025,03/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530291,FACTURA DE COMPRA POS,,"$ 9.779,71",03/06/2025,03/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530288,FACTURA DE COMPRA POS,,"$ 11.715,03",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530869,FACTURA DE COMPRA POS,,"$ 50.836,60",03/06/2025,03/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530607,FACTURA DE COMPRA POS,,"$ 2.159,85",03/06/2025,03/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530608,FACTURA DE COMPRA POS,,"$ 160.591,73",03/06/2025,03/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530693,FACTURA DE COMPRA POS,,"$ 78.858,30",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530694,FACTURA DE COMPRA POS,,"$ 32.449,90",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530881,FACTURA DE COMPRA POS,,"$ 25.742,94",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03530880,FACTURA DE COMPRA POS,,"$ 98.866,51",03/06/2025,03/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532404,FACTURA DE COMPRA POS,,"$ 12.878,04",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532405,FACTURA DE COMPRA POS,,"$ 20.243,25",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531131,FACTURA DE COMPRA POS,,"$ 6.395,62",04/06/2025,04/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531349,FACTURA DE COMPRA POS,,"$ 123.792,54",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531350,FACTURA DE COMPRA POS,,"$ 11.957,34",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531461,FACTURA DE COMPRA POS,,"$ 99.909,48",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532095,FACTURA DE COMPRA POS,,"$ 54.960,26",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531527,FACTURA DE COMPRA POS,,"$ 713.255,00",04/06/2025,04/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531466,FACTURA DE COMPRA POS,,"$ 16.816,41",04/06/2025,04/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531755,FACTURA DE COMPRA POS,,"$ 132.730,14",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532086,FACTURA DE COMPRA POS,,"$ 104.060,06",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531940,FACTURA DE COMPRA POS,,"$ 60.742,05",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03531939,FACTURA DE COMPRA POS,,"$ 201.751,11",04/06/2025,04/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-00561367,NOTA DE CREDITO DE ,,"-$ 50.342,07",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-00561368,NOTA DE CREDITO DE ,,"-$ 32.638,92",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-00561369,NOTA DE CREDITO DE ,,"-$ 8.545,81",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-07-INGRESAR NOTA DE 
,0131-03533902,FACTURA DE COMPRA POS,,"$ 69.110,46",05/06/2025,05/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0131-03533769,FACTURA DE COMPRA POS,,"$ 9.639,61",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03533768,FACTURA DE COMPRA POS,,"$ 222.733,91",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03533440,FACTURA DE COMPRA POS,,"$ 64.166,49",05/06/2025,05/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03533448,FACTURA DE COMPRA POS,,"$ 40.757,02",05/06/2025,05/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532802,FACTURA DE COMPRA POS,,"$ 381.717,95",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532807,FACTURA DE COMPRA POS,,"$ 42.055,48",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532810,FACTURA DE COMPRA POS,,"$ 16.602,65",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532806,FACTURA DE COMPRA POS,,"$ 22.586,35",05/06/2025,05/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03532801,FACTURA DE COMPRA POS,,"$ 56.581,63",05/06/2025,05/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03533102,FACTURA DE COMPRA POS,,"$ 42.794,50",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03533385,FACTURA DE COMPRA POS,,"$ 12.163,51",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03533384,FACTURA DE COMPRA POS,,"$ 257.608,10",05/06/2025,05/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534761,FACTURA DE COMPRA POS,,"$ 4.218,90",06/06/2025,06/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535220,FACTURA DE COMPRA POS,,"$ 33.005,11",06/06/2025,06/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534762,FACTURA DE COMPRA POS,,"$ 29.311,54",06/06/2025,06/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535219,FACTURA DE COMPRA POS,,"$ 360.818,41",06/06/2025,06/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535159,FACTURA DE COMPRA POS,,"$ 256.223,40",06/06/2025,06/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534117,FACTURA DE COMPRA POS,,"$ 46.681,12",06/06/2025,06/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534121,FACTURA DE COMPRA POS,,"$ 36.766,03",06/06/2025,06/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534747,FACTURA DE COMPRA POS,,"$ 30.231,28",06/06/2025,06/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534713,FACTURA DE COMPRA POS,,"$ 122.429,71",06/06/2025,06/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534714,FACTURA DE COMPRA POS,,"$ 158.038,06",06/06/2025,06/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03534715,FACTURA DE COMPRA POS,,"$ 124.202,63",06/06/2025,06/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535535,FACTURA DE COMPRA POS,,"$ 153.926,02",07/06/2025,07/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535536,FACTURA DE COMPRA POS,,"$ 80.562,50",07/06/2025,07/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03536065,FACTURA DE COMPRA,,"$ 140.876,33",09/06/2025,09/06/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-03-INGRESAR FACTURA 
,0131-03536065,FACTURA DE COMPRA POS,,"$ 140.876,33",09/06/2025,09/07/2025,BIOSALUD CHACRAS ,IGNORADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0131-03536066,FACTURA DE COMPRA,,"$ 23.499,58",09/06/2025,09/06/2025,FCIA BIOSALUD,AGRUPADO,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-03-INGRESAR FACTURA 
,0131-03536066,FACTURA DE COMPRA POS,,"$ 23.499,58",09/06/2025,09/07/2025,BIOSALUD CHACRAS ,IGNORADO,MOSTRADOR,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0131-03537114,FACTURA DE COMPRA POS,,"$ 10.990,27",09/06/2025,09/07/2028,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,,,,,,,,,,FTW-02-DESHACER 
,,,,,,,,,,FTW-01-EDITAR VALORES
,0132-00866057,FACTURA DE COMPRA POS,,"$ 54.310,69",09/06/2025,09/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535934,FACTURA DE COMPRA POS,,"$ 624.932,16",09/06/2025,09/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535935,FACTURA DE COMPRA POS,,"$ 49.209,80",09/06/2025,09/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03535936,FACTURA DE COMPRA POS,,"$ 11.938,42",09/06/2025,09/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03537115,FACTURA DE COMPRA POS,,"$ 15.726,77",09/06/2025,09/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03536052,FACTURA DE COMPRA POS,,"$ 38.699,84",09/06/2025,09/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03536676,FACTURA DE COMPRA POS,,"$ 25.613,01",09/06/2025,09/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03536637,FACTURA DE COMPRA POS,,"$ 66.892,97",09/06/2025,09/07/2025,BIOSALUD CHACRAS ,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
,0131-03536431,FACTURA DE COMPRA POS,,"$ 55.257,61",09/06/2025,09/07/2025,FCIA BIOSALUD,AGRUPADO,MOSTRADOR,PVD-17-ARMAR RESUMEN DE 
,,,,,,,,,,SUC-22-INGRESO Y CONTROL 
